#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
GCA_020488535.1_00050 -          DNA_Packaging_2      PF11123.11     2e-21   73.7   0.0   2.3e-21   73.5   0.0   1.0   1   0   0   1   1   1   1 -
GCA_022401895.1_00046 -          DNA_Packaging_2      PF11123.11   4.8e-17   59.6   0.4   5.3e-17   59.5   0.4   1.1   1   0   0   1   1   1   1 -
GCA_009667685.1_00048 -          DUF1482              PF07358.14   3.6e-05   21.2   0.6   3.8e-05   21.1   0.6   1.1   1   0   0   1   1   1   1 -
GCA_006384715.1_00011 -          DUF1918              PF08940.14   3.8e-06   24.1   0.4    0.0005   17.3   0.0   3.0   2   1   0   2   2   1   2 -
GCF_003369305.1_00013 -          DUF2815              PF10991.11   7.2e-07   26.7   0.0   8.9e-07   26.5   0.0   1.2   1   0   0   1   1   1   1 -
GCA_024499585.1_00005 -          DUF2815              PF10991.11   1.2e-06   26.1   0.0   1.7e-06   25.5   0.0   1.3   1   1   0   1   1   1   1 -
GCA_024499605.1_00005 -          DUF2815              PF10991.11   1.2e-06   26.1   0.0   1.7e-06   25.5   0.0   1.3   1   1   0   1   1   1   1 -
GCA_024499615.1_00005 -          DUF2815              PF10991.11   1.2e-06   26.1   0.0   1.7e-06   25.5   0.0   1.3   1   1   0   1   1   1   1 -
GCF_002624845.1_00046 -          DUF3293              PF11697.11     3e-05   22.1   0.0   4.6e-05   21.5   0.0   1.2   1   0   0   1   1   1   1 -
GCF_004875685.1_00002 -          DUF3574              PF12098.11   3.4e-10   37.3   0.1   2.1e-09   34.7   0.1   1.8   1   1   0   1   1   1   1 -
GCF_000929515.1_00003 -          DUF3574              PF12098.11   8.2e-10   36.0   0.2   4.3e-09   33.7   0.2   1.8   1   1   0   1   1   1   1 -
GCA_006516715.1_00003 -          DUF3574              PF12098.11   6.7e-07   26.7   0.0   8.2e-07   26.4   0.0   1.1   1   0   0   1   1   1   1 -
GCA_015644895.1_00017 -          DUF3574              PF12098.11   9.4e-07   26.2   0.0   1.2e-06   25.9   0.0   1.1   1   0   0   1   1   1   1 -
GCF_000881355.2_00001 -          DUF5805              PF19121.3    9.4e-05   20.3   1.8    0.0014   16.6   0.1   2.7   2   1   1   3   3   1   1 -
GCA_006516735.1_00001 -          DUF6782              PF20573.1    1.2e-07   28.9   0.0   1.3e-07   28.7   0.0   1.2   1   0   0   1   1   1   1 -
GCF_003601515.1_00006 -          Endonuclease_7       PF02945.18   7.5e-26   87.5   0.4   7.5e-26   87.5   0.4   2.7   2   1   1   3   3   1   1 -
GCF_003958805.1_00004 -          Endonuclease_7       PF02945.18   1.3e-25   86.7   4.3   5.6e-25   84.7   0.5   2.1   2   0   0   2   2   1   1 -
GCF_002958515.1_00010 -          Endonuclease_7       PF02945.18   1.7e-24   83.1   0.9   1.7e-24   83.1   0.9   2.8   2   1   1   3   3   1   1 -
GCF_004338395.1_00010 -          Endonuclease_7       PF02945.18   1.8e-24   83.1   1.1   1.8e-24   83.1   1.1   2.9   2   1   1   3   3   1   1 -
GCA_021378495.1_00044 -          Endonuclease_7       PF02945.18   5.9e-24   81.4   1.5   5.9e-24   81.4   1.5   2.4   2   1   1   3   3   1   1 -
GCA_009672345.1_00004 -          Endonuclease_7       PF02945.18     6e-24   81.4   1.5     6e-24   81.4   1.5   2.4   2   1   1   3   3   1   1 -
GCA_002922415.1_00057 -          End_beta_propel      PF12217.11   5.7e-29   98.7   1.8   8.6e-29   98.1   1.8   1.3   1   0   0   1   1   1   1 -
GCA_002922415.1_00057 -          End_tail_spike       PF12219.11   1.2e-85  283.0   0.6   1.5e-85  282.6   0.6   1.2   1   0   0   1   1   1   1 -
GCA_015644885.1_00029 -          GP88                 PF17338.5    7.5e-07   26.5   0.3     2e-06   25.1   0.3   1.5   1   1   0   1   1   1   1 -
GCF_000849825.2_00002 -          HHH_3                PF12836.10   6.9e-06   23.8   0.0   7.9e-06   23.6   0.0   1.3   1   1   0   1   1   1   1 -
GCF_000867985.1_00001 -          HNH_3                PF13392.9    1.2e-19   67.4   1.0   2.1e-19   66.6   1.0   1.4   1   0   0   1   1   1   1 -
GCA_014489655.2_00001 -          HNH_3                PF13392.9    9.4e-17   58.1   1.0   1.3e-16   57.7   1.0   1.2   1   0   0   1   1   1   1 -
GCA_020488535.1_00047 -          HNH_3                PF13392.9    1.5e-13   47.8   0.3   2.4e-13   47.2   0.3   1.3   1   0   0   1   1   1   1 -
GCA_029535525.1_00001 -          HNH_3                PF13392.9    8.7e-11   39.0   0.9   3.5e-10   37.1   0.5   2.0   2   0   0   2   2   1   1 -
GCA_021351865.1_00050 -          HNH_3                PF13392.9    1.8e-10   38.0   0.6   2.8e-10   37.4   0.6   1.3   1   0   0   1   1   1   1 -
GCA_024750415.1_00044 -          HNH_3                PF13392.9    1.3e-08   32.0   1.9   2.4e-08   31.2   1.9   1.5   1   1   0   1   1   1   1 -
GCA_023571655.1_00013 -          HTH_23               PF13384.9    6.9e-08   29.8   0.0   2.5e-06   24.8   0.0   2.2   2   0   0   2   2   1   1 -
GCA_025085185.1_00001 -          HTH_23               PF13384.9    2.3e-06   24.9   0.0   2.2e-05   21.8   0.0   2.1   2   0   0   2   2   1   1 -
GCA_028897465.1_00004 -          HTH_24               PF13412.9      1e-07   29.0   0.0   1.7e-07   28.2   0.0   1.4   1   0   0   1   1   1   1 -
GCA_006516795.1_00010 -          HTH_24               PF13412.9    8.7e-05   19.6   0.1   0.00066   16.8   0.0   2.1   2   0   0   2   2   1   1 -
GCA_006516795.1_00010 -          HTH_27               PF13463.9    3.9e-08   31.3   0.0   1.1e-07   29.9   0.0   1.8   1   1   0   1   1   1   1 -
GCA_902989295.1_00007 -          HTH_27               PF13463.9    1.3e-07   29.7   0.0   2.2e-07   28.9   0.0   1.5   1   1   0   1   1   1   1 -
GCF_000905875.1_00009 -          HTH_27               PF13463.9    3.3e-07   28.4   0.1   7.3e-07   27.3   0.1   1.6   1   1   0   1   1   1   1 -
GCA_903231675.1_00047 -          HTH_27               PF13463.9      2e-06   25.8   1.0   1.2e-05   23.4   1.0   2.1   1   1   0   1   1   1   1 -
GCA_028897465.1_00004 -          HTH_27               PF13463.9    4.8e-06   24.6   0.1   1.7e-05   22.9   0.1   1.9   1   1   0   1   1   1   1 -
GCA_025085185.1_00001 -          HTH_28               PF13518.9    3.7e-06   24.5   0.0   8.9e-06   23.3   0.0   1.6   2   0   0   2   2   1   1 -
GCA_025085185.1_00001 -          HTH_Tnp_1            PF01527.23   3.5e-06   24.8   0.1   1.1e-05   23.2   0.0   1.7   2   0   0   2   2   1   1 -
GCF_001745095.1_00004 -          HTH_Tnp_ISL3         PF13542.9    8.4e-05   19.5   0.0    0.0043   14.0   0.0   2.2   2   0   0   2   2   1   2 -
GCF_001040975.1_00001 -          Lambda_Kil           PF06301.14   8.6e-06   23.2   0.1   9.4e-06   23.1   0.1   1.1   1   0   0   1   1   1   1 -
GCA_009667685.1_00044 -          Lambda_Kil           PF06301.14     1e-05   23.0   0.0   1.2e-05   22.8   0.0   1.1   1   0   0   1   1   1   1 -
GCA_023571655.1_00016 -          Lambda_Kil           PF06301.14   1.6e-05   22.4   0.1   1.8e-05   22.2   0.1   1.1   1   0   0   1   1   1   1 -
GCA_016653745.1_00052 -          MarR_2               PF12802.10   4.2e-06   24.3   0.0    0.0003   18.4   0.0   2.8   3   0   0   3   3   1   1 -
GCA_903231675.1_00047 -          MarR_2               PF12802.10   4.8e-05   20.9   0.2   0.00046   17.8   0.1   2.2   2   0   0   2   2   1   1 -
GCA_028897465.1_00004 -          MarR_2               PF12802.10   7.6e-05   20.3   0.0   0.00017   19.2   0.0   1.6   1   0   0   1   1   1   1 -
GCA_006516795.1_00010 -          MarR_2               PF12802.10   8.8e-05   20.1   0.1   0.00019   19.0   0.0   1.7   2   0   0   2   2   1   1 -
GCF_000907035.1_00010 -          MPTase-PolyVal       PF18818.4    9.4e-33  110.5   0.1   1.7e-32  109.7   0.1   1.4   1   0   0   1   1   1   1 -
GCA_024499755.1_00042 -          MPTase-PolyVal       PF18818.4    5.1e-30  101.7   0.0   8.5e-30  101.0   0.0   1.3   1   0   0   1   1   1   1 -
GCA_015296585.1_00041 -          ocr                  PF08684.13   1.6e-65  215.5   7.2   1.9e-65  215.3   7.2   1.0   1   0   0   1   1   1   1 -
GCA_002600045.1_00001 -          ocr                  PF08684.13   1.7e-65  215.4   7.2   1.9e-65  215.2   7.2   1.0   1   0   0   1   1   1   1 -
GCA_002600065.1_00001 -          ocr                  PF08684.13   1.7e-65  215.4   7.2   1.9e-65  215.2   7.2   1.0   1   0   0   1   1   1   1 -
GCF_000844825.1_00001 -          ocr                  PF08684.13   1.7e-65  215.4   7.2   1.9e-65  215.2   7.2   1.0   1   0   0   1   1   1   1 -
GCF_000843145.1_00005 -          ocr                  PF08684.13   3.7e-65  214.3   4.9   4.3e-65  214.1   4.9   1.1   1   0   0   1   1   1   1 -
GCA_002600005.1_00001 -          ocr                  PF08684.13   1.6e-64  212.3   6.2   1.8e-64  212.1   6.2   1.0   1   0   0   1   1   1   1 -
GCA_002600025.1_00001 -          ocr                  PF08684.13   1.6e-64  212.3   6.2   1.8e-64  212.1   6.2   1.0   1   0   0   1   1   1   1 -
GCF_004800385.1_00045 -          ocr                  PF08684.13   2.4e-64  211.7   6.9   2.8e-64  211.5   6.9   1.0   1   0   0   1   1   1   1 -
GCA_008951985.1_00001 -          ocr                  PF08684.13   2.5e-64  211.7   6.8   2.9e-64  211.4   6.8   1.1   1   0   0   1   1   1   1 -
GCF_002958515.1_00007 -          ocr                  PF08684.13   3.4e-64  211.2   7.1     4e-64  211.0   7.1   1.0   1   0   0   1   1   1   1 -
GCF_003613975.1_00001 -          ocr                  PF08684.13   3.4e-64  211.2   7.1     4e-64  211.0   7.1   1.0   1   0   0   1   1   1   1 -
GCA_023731865.1_00010 -          ocr                  PF08684.13   3.4e-64  211.2   7.1     4e-64  211.0   7.1   1.0   1   0   0   1   1   1   1 -
GCF_003341475.1_00008 -          ocr                  PF08684.13   6.9e-64  210.2   7.3   8.2e-64  210.0   7.3   1.1   1   0   0   1   1   1   1 -
GCA_025727355.1_00017 -          ocr                  PF08684.13   6.9e-64  210.2   6.7     8e-64  210.0   6.7   1.0   1   0   0   1   1   1   1 -
GCA_023731595.1_00007 -          ocr                  PF08684.13     8e-64  210.0   6.7   9.7e-64  209.8   6.7   1.1   1   0   0   1   1   1   1 -
GCA_020892795.1_00006 -          ocr                  PF08684.13   1.2e-63  209.5   7.2   1.4e-63  209.2   7.2   1.1   1   0   0   1   1   1   1 -
GCF_001744055.1_00002 -          ocr                  PF08684.13   1.3e-63  209.3   7.0   1.6e-63  209.1   7.0   1.1   1   0   0   1   1   1   1 -
GCA_009708635.1_00007 -          ocr                  PF08684.13   1.6e-63  209.1   7.4   1.9e-63  208.8   7.4   1.1   1   0   0   1   1   1   1 -
GCA_023731785.1_00047 -          ocr                  PF08684.13   1.7e-63  208.9   7.5     2e-63  208.8   7.5   1.0   1   0   0   1   1   1   1 -
GCF_003613655.1_00001 -          ocr                  PF08684.13   1.9e-63  208.8   6.7   2.2e-63  208.6   6.7   1.0   1   0   0   1   1   1   1 -
GCA_002991145.1_00001 -          ocr                  PF08684.13   2.1e-63  208.7   6.6   2.5e-63  208.5   6.6   1.1   1   0   0   1   1   1   1 -
GCA_021870105.1_00001 -          ocr                  PF08684.13   2.2e-63  208.6   8.6   3.5e-63  208.0   8.6   1.3   1   0   0   1   1   1   1 -
GCA_021870115.1_00001 -          ocr                  PF08684.13   2.2e-63  208.6   8.6   3.5e-63  208.0   8.6   1.3   1   0   0   1   1   1   1 -
GCA_013133605.1_00049 -          ocr                  PF08684.13   2.7e-63  208.3   5.9   3.2e-63  208.1   5.9   1.1   1   0   0   1   1   1   1 -
GCA_020892785.1_00008 -          ocr                  PF08684.13   2.9e-63  208.2   6.0   3.4e-63  208.0   6.0   1.0   1   0   0   1   1   1   1 -
GCF_000843345.1_00001 -          ocr                  PF08684.13   2.9e-63  208.2   6.6   4.2e-63  207.7   6.6   1.2   1   0   0   1   1   1   1 -
GCA_009909595.1_00048 -          ocr                  PF08684.13     3e-63  208.2   6.6   3.5e-63  208.0   6.6   1.0   1   0   0   1   1   1   1 -
GCF_004325275.1_00001 -          ocr                  PF08684.13   3.9e-63  207.8   5.4   4.6e-63  207.6   5.4   1.1   1   0   0   1   1   1   1 -
GCF_002957255.1_00001 -          ocr                  PF08684.13   1.2e-62  206.3   5.6   1.4e-62  206.0   5.6   1.0   1   0   0   1   1   1   1 -
GCF_000880255.1_00002 -          ocr                  PF08684.13   1.4e-62  206.1   6.7   1.6e-62  205.9   6.7   1.0   1   0   0   1   1   1   1 -
GCF_004338395.1_00008 -          ocr                  PF08684.13     3e-62  205.0   5.1   3.6e-62  204.7   5.1   1.0   1   0   0   1   1   1   1 -
GCF_001041375.1_00009 -          ocr                  PF08684.13   3.8e-62  204.6   6.2   4.4e-62  204.4   6.2   1.0   1   0   0   1   1   1   1 -
GCA_020489705.1_00001 -          ocr                  PF08684.13   5.6e-62  204.1   4.6   6.6e-62  203.9   4.6   1.0   1   0   0   1   1   1   1 -
GCA_020490095.1_00001 -          ocr                  PF08684.13   7.6e-62  203.7   5.4   9.1e-62  203.4   5.4   1.1   1   0   0   1   1   1   1 -
GCF_001504455.1_00008 -          ocr                  PF08684.13   8.1e-62  203.6   6.5   9.5e-62  203.4   6.5   1.0   1   0   0   1   1   1   1 -
GCA_020484065.1_00001 -          ocr                  PF08684.13   1.5e-60  199.6   4.2   1.7e-60  199.3   4.2   1.1   1   0   0   1   1   1   1 -
GCF_001470735.1_00001 -          ocr                  PF08684.13   1.6e-60  199.4   3.5   1.9e-60  199.2   3.5   1.0   1   0   0   1   1   1   1 -
GCF_001506035.1_00001 -          ocr                  PF08684.13   5.8e-60  197.6   3.1   6.8e-60  197.4   3.1   1.0   1   0   0   1   1   1   1 -
GCF_002610185.1_00015 -          ocr                  PF08684.13   1.1e-59  196.8   3.3   1.3e-59  196.5   3.3   1.0   1   0   0   1   1   1   1 -
GCA_020528835.1_00001 -          ocr                  PF08684.13   2.5e-59  195.6   5.6     3e-59  195.4   5.6   1.0   1   0   0   1   1   1   1 -
GCA_018215605.1_00049 -          ocr                  PF08684.13   1.6e-58  193.0   5.3   1.9e-58  192.8   5.3   1.0   1   0   0   1   1   1   1 -
GCF_002606805.1_00001 -          ocr                  PF08684.13   1.8e-58  192.8   2.2   2.2e-58  192.6   2.2   1.0   1   0   0   1   1   1   1 -
GCA_024381165.1_00001 -          ocr                  PF08684.13   2.1e-55  183.0   6.1   2.5e-55  182.8   6.1   1.0   1   0   0   1   1   1   1 -
GCA_026273205.1_00048 -          ocr                  PF08684.13   3.9e-54  178.9   5.1   4.5e-54  178.7   5.1   1.0   1   0   0   1   1   1   1 -
GCA_023617485.1_00042 -          ocr                  PF08684.13   3.8e-53  175.8   4.5   4.4e-53  175.6   4.5   1.0   1   0   0   1   1   1   1 -
GCF_000905795.2_00004 -          ocr                  PF08684.13   2.4e-52  173.2   5.5   2.9e-52  172.9   5.5   1.0   1   0   0   1   1   1   1 -
GCA_024637865.1_00030 -          ocr                  PF08684.13   4.5e-52  172.3   4.6   5.2e-52  172.1   4.6   1.0   1   0   0   1   1   1   1 -
GCF_001754725.1_00003 -          ocr                  PF08684.13   4.5e-52  172.3   4.6   5.2e-52  172.1   4.6   1.0   1   0   0   1   1   1   1 -
GCA_020487865.3_00004 -          ocr                  PF08684.13   1.7e-51  170.5   4.7   1.9e-51  170.3   4.7   1.0   1   0   0   1   1   1   1 -
GCA_020868905.1_00051 -          ocr                  PF08684.13   2.9e-44  147.3   4.4   3.4e-44  147.0   4.4   1.1   1   0   0   1   1   1   1 -
GCA_005892125.1_00004 -          ocr                  PF08684.13   4.6e-44  146.6   3.9   5.5e-44  146.3   3.9   1.1   1   0   0   1   1   1   1 -
GCF_003575725.1_00006 -          ocr                  PF08684.13   2.6e-43  144.2   3.7   3.1e-43  144.0   3.7   1.1   1   0   0   1   1   1   1 -
GCA_002922415.1_00051 -          ocr                  PF08684.13   7.1e-43  142.8   4.3   8.6e-43  142.5   4.3   1.1   1   0   0   1   1   1   1 -
GCA_024750295.1_00008 -          ocr                  PF08684.13   9.7e-43  142.3   4.0   1.2e-42  142.1   4.0   1.1   1   0   0   1   1   1   1 -
GCA_023571595.1_00015 -          ocr                  PF08684.13   1.1e-42  142.2   3.5   1.3e-42  142.0   3.5   1.1   1   0   0   1   1   1   1 -
GCA_023590865.1_00004 -          ocr                  PF08684.13   1.1e-42  142.2   3.5   1.3e-42  142.0   3.5   1.1   1   0   0   1   1   1   1 -
GCA_020869235.1_00054 -          ocr                  PF08684.13   1.5e-42  141.8   4.2   1.8e-42  141.5   4.2   1.1   1   0   0   1   1   1   1 -
GCF_002611705.1_00004 -          ocr                  PF08684.13   1.5e-42  141.7   4.2   1.8e-42  141.5   4.2   1.1   1   0   0   1   1   1   1 -
GCF_002957385.1_00005 -          ocr                  PF08684.13   1.5e-42  141.7   4.2   1.8e-42  141.5   4.2   1.1   1   0   0   1   1   1   1 -
GCA_023571605.1_00015 -          ocr                  PF08684.13   2.5e-42  141.0   3.4     3e-42  140.8   3.4   1.1   1   0   0   1   1   1   1 -
GCF_000900475.1_00006 -          ocr                  PF08684.13   6.7e-41  136.4   4.3   8.2e-41  136.1   4.3   1.1   1   0   0   1   1   1   1 -
GCA_019466435.1_00050 -          ocr                  PF08684.13   3.2e-39  131.0   4.3   3.9e-39  130.8   4.3   1.1   1   0   0   1   1   1   1 -
GCA_020491635.2_00001 -          ocr                  PF08684.13   4.6e-39  130.5   3.3   7.3e-39  129.9   3.3   1.3   1   0   0   1   1   1   1 -
GCF_002991165.1_00001 -          ocr                  PF08684.13     8e-39  129.8   0.4   1.1e-38  129.3   0.4   1.2   1   0   0   1   1   1   1 -
GCA_005892785.1_00006 -          ocr                  PF08684.13   7.7e-38  126.6   4.5   9.4e-38  126.3   4.5   1.1   1   0   0   1   1   1   1 -
GCF_021864085.1_00031 -          ocr                  PF08684.13     6e-35  117.3   4.7     7e-35  117.1   4.7   1.0   1   0   0   1   1   1   1 -
GCA_025630455.1_00050 -          ocr                  PF08684.13     3e-34  115.1   3.7   3.6e-34  114.8   3.7   1.1   1   0   0   1   1   1   1 -
GCA_024637825.1_00010 -          ocr                  PF08684.13   3.8e-34  114.7   4.2   4.6e-34  114.5   4.2   1.1   1   0   0   1   1   1   1 -
GCA_008215585.1_00003 -          ocr                  PF08684.13   1.2e-33  113.2   3.1   1.4e-33  112.9   3.1   1.1   1   0   0   1   1   1   1 -
GCF_002618545.1_00010 -          ocr                  PF08684.13   1.9e-33  112.5   3.8   2.3e-33  112.3   3.8   1.1   1   0   0   1   1   1   1 -
GCA_018612625.1_00038 -          ocr                  PF08684.13   2.1e-33  112.4   3.5   2.4e-33  112.2   3.5   1.1   1   0   0   1   1   1   1 -
GCF_000875445.1_00001 -          ocr                  PF08684.13   2.5e-33  112.1   3.3   2.9e-33  111.9   3.3   1.0   1   0   0   1   1   1   1 -
GCA_020472965.1_00003 -          ocr                  PF08684.13   2.8e-33  112.0   6.4   3.3e-33  111.8   6.4   1.1   1   0   0   1   1   1   1 -
GCF_000923095.1_00002 -          ocr                  PF08684.13   3.3e-33  111.8   2.5   3.8e-33  111.5   2.5   1.0   1   0   0   1   1   1   1 -
GCF_000866705.1_00003 -          ocr                  PF08684.13   4.7e-33  111.3   1.7   4.7e-33  111.3   1.7   1.5   2   0   0   2   2   1   1 -
GCF_003368725.1_00003 -          ocr                  PF08684.13   4.9e-33  111.2   2.1   6.2e-33  110.9   2.1   1.1   1   0   0   1   1   1   1 -
GCF_000866045.1_00007 -          ocr                  PF08684.13   5.3e-33  111.1   2.6   6.5e-33  110.8   2.6   1.0   1   0   0   1   1   1   1 -
GCA_009187985.1_00003 -          ocr                  PF08684.13   5.4e-33  111.1   2.7   5.4e-33  111.1   2.7   1.5   2   0   0   2   2   1   1 -
GCF_000915535.1_00001 -          ocr                  PF08684.13   7.3e-33  110.6   1.7   9.1e-33  110.3   1.7   1.1   1   0   0   1   1   1   1 -
GCF_001745095.1_00001 -          ocr                  PF08684.13   7.6e-33  110.6   3.1   1.4e-32  109.7   3.1   1.4   1   0   0   1   1   1   1 -
GCA_014656775.1_00050 -          ocr                  PF08684.13   1.2e-32  109.9   4.1   1.5e-32  109.6   4.1   1.1   1   0   0   1   1   1   1 -
GCA_013387635.1_00002 -          ocr                  PF08684.13   1.5e-32  109.7   3.6   1.7e-32  109.4   3.6   1.1   1   0   0   1   1   1   1 -
GCA_022401895.1_00042 -          ocr                  PF08684.13   1.6e-32  109.6   2.5   3.1e-32  108.6   2.5   1.5   1   0   0   1   1   1   1 -
GCA_025085175.1_00004 -          ocr                  PF08684.13     2e-32  109.2   1.8   2.4e-32  109.0   1.8   1.1   1   0   0   1   1   1   1 -
GCA_020523045.1_00002 -          ocr                  PF08684.13     2e-32  109.2   3.1   3.6e-32  108.4   3.1   1.4   1   0   0   1   1   1   1 -
GCA_018215425.1_00003 -          ocr                  PF08684.13   2.2e-32  109.1   1.7   2.6e-32  108.9   1.7   1.1   1   0   0   1   1   1   1 -
GCF_002608235.1_00001 -          ocr                  PF08684.13   2.5e-32  108.9   1.7     3e-32  108.7   1.7   1.1   1   0   0   1   1   1   1 -
GCA_020523135.1_00006 -          ocr                  PF08684.13   2.5e-32  108.9   4.3     3e-32  108.7   4.3   1.0   1   0   0   1   1   1   1 -
GCA_020523145.1_00005 -          ocr                  PF08684.13   2.5e-32  108.9   4.3     3e-32  108.7   4.3   1.0   1   0   0   1   1   1   1 -
GCA_002618525.1_00032 -          ocr                  PF08684.13   2.5e-32  108.9   4.3     3e-32  108.7   4.3   1.0   1   0   0   1   1   1   1 -
GCF_002618485.1_00029 -          ocr                  PF08684.13   2.5e-32  108.9   4.3     3e-32  108.7   4.3   1.0   1   0   0   1   1   1   1 -
GCA_022694505.1_00001 -          ocr                  PF08684.13   3.3e-32  108.6   1.6     6e-32  107.7   1.6   1.4   1   0   0   1   1   1   1 -
